Generic Group,Generic Brand,Generic Product Category,Generic Product,Variable Group,Generic Variable,Generic LookupKey,Units,Time Period,Value
Consumer,Sandesh Brand 1,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 1BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q4_Mar,0.157110021
Consumer,Sandesh Brand 1,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 1BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q1_Apr,0.138062542
Consumer,Sandesh Brand 1,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 1BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q1_May,0.169344436
Consumer,Sandesh Brand 1,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 1BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q1_Jun,0.163749705
Consumer,Sandesh Brand 1,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 1BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q2_Jul,0.166107123
Consumer,Sandesh Brand 1,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 1BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q2_Aug,0.14691379
Consumer,Sandesh Brand 1,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 1BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q2_Sep,0.139850944
Consumer,Sandesh Brand 1,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 1BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q3_Oct,0.165508246
Consumer,Sandesh Brand 1,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 1BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q3_Nov,0.140693961
Consumer,Sandesh Brand 1,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 1BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q3_Dec,0.163783994
Consumer,Sandesh Brand 1,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 1BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q4_Jan,0.164675588
Consumer,Sandesh Brand 1,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 1BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q4_Feb,0.169215789
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,15/16_Q4_Jan,0.136420041
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,15/16_Q4_Feb,0.171518227
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,15/16_Q4_Mar,0.137954734
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q1_Apr,0.146407435
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q1_May,0.1358405
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q2_Jun,0.164383025
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q2_Jul,0.137836063
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q2_Aug,0.165231507
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q2_Sep,0.16550814
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q3_Oct,0.14794738
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q3_Nov,0.169875525
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q3_Dec,0.169343712
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q4_Jan,0.169992294
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q4_Feb,0.137244063
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q4_Mar,0.135506892
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q1_Apr,0.170072523
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q1_May,0.141243146
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q1_Jun,0.164349958
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q2_Jul,0.138052768
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q2_Aug,0.169468442
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q2_Sep,0.136109347
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q3_Oct,0.165229183
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q3_Nov,0.171242717
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q3_Dec,0.140852384
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q4_Jan,0.164491947
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q4_Feb,0.163852574
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q4_Mar,0.162416008
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q1_Apr,0.137393657
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q1_May,0.165495689
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q1_Jun,0.167964835
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q2_Jul,0.134908179
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q2_Aug,0.165702039
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q2_Sep,0.138373813
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q3_Oct,0.167229055
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q3_Nov,0.164886955
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q3_Dec,0.166024626
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q4_Jan,0.164629594
Consumer,Sandesh Brand 2,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 2BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q4_Feb,0.169276818
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,15/16_Q4_Jan,0.152933362
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,15/16_Q4_Feb,0.160538982
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,15/16_Q4_Mar,0.154274161
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q1_Apr,0.158440629
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q1_May,0.141549092
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q2_Jun,0.159911485
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q2_Jul,0.142327219
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q2_Aug,0.160918405
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q2_Sep,0.160809282
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q3_Oct,0.142226182
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q3_Nov,0.151955713
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q3_Dec,0.137422184
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q4_Jan,0.16088273
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q4_Feb,0.150323471
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q4_Mar,0.13993635
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q1_Apr,0.160566295
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q1_May,0.142549449
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q1_Jun,0.160522946
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q2_Jul,0.141771422
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q2_Aug,0.164722352
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q2_Sep,0.140772765
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q3_Oct,0.160902363
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q3_Nov,0.16449939
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q3_Dec,0.142727631
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q4_Jan,0.160637682
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q4_Feb,0.159384516
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q4_Mar,0.165008713
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q1_Apr,0.139713659
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q1_May,0.15249801
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q1_Jun,0.161091071
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q2_Jul,0.150139394
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q2_Aug,0.160320063
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q2_Sep,0.141731312
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q3_Oct,0.160759134
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q3_Nov,0.153374943
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q3_Dec,0.161108793
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q4_Jan,0.160892598
Consumer,Sandesh Brand 3,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),ConsumerSandesh Brand 3BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q4_Feb,0.163525115
Consumer Market,Non Sandesh Brand 4,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 4BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q3_Oct,0.160045506
Consumer Market,Non Sandesh Brand 4,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 4BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q3_Nov,0.198909576
Consumer Market,Non Sandesh Brand 4,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 4BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q3_Dec,0.144556007
Consumer Market,Non Sandesh Brand 4,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 4BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q4_Jan,0.198822206
Consumer Market,Non Sandesh Brand 4,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 4BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q4_Feb,0.158832256
Consumer Market,Non Sandesh Brand 4,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 4BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q4_Mar,0.149758994
Consumer Market,Non Sandesh Brand 4,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 4BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q1_Apr,0.199173581
Consumer Market,Non Sandesh Brand 4,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 4BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q1_May,0.134842148
Consumer Market,Non Sandesh Brand 4,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 4BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q1_Jun,0.202122198
Consumer Market,Non Sandesh Brand 4,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 4BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q2_Jul,0.137314533
Consumer Market,Non Sandesh Brand 4,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 4BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q2_Aug,0.196047266
Consumer Market,Non Sandesh Brand 4,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 4BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q2_Sep,0.155365856
Consumer Market,Non Sandesh Brand 4,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 4BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q3_Oct,0.197366686
Consumer Market,Non Sandesh Brand 4,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 4BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q3_Nov,0.218861753
Consumer Market,Non Sandesh Brand 4,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 4BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q3_Dec,0.148283513
Consumer Market,Non Sandesh Brand 4,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 4BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q4_Jan,0.192255135
